@relation 'DS - 2011-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-do-not-check-capabilities-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-P-do-not-check-capabilities-weka.filters.unsupervised.attribute.Remove-R41,43,45,49,51,53-55,59-60,62,65,75-76,81,85-86-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C29-Llast-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C30-Llast-weka.filters.unsupervised.attribute.Remove-R29-69-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute '\%NoCar&LowStoreAccess' numeric
@attribute GroceryStore/1000pop numeric
@attribute SuperCenter&ClubStore/1000pop numeric
@attribute FastFoodRestaurant/1000pop numeric
@attribute FullServiceRestaurant/1000pop numeric
@attribute Fruit&Veg-Lbs/Household numeric
@attribute SweetSnacks-Lbs/Household numeric
@attribute Soda-Gals/Household numeric
@attribute Meat&Poultry-Lbs/Household numeric
@attribute SolidFats-Lbs/Household numeric
@attribute PreparedFood-Lbs/Household numeric
@attribute 'FoodInsecurity(-1,0,1)' numeric
@attribute DiabetesAdultRate numeric
@attribute ObesityAdultRate numeric
@attribute '\%AdultPhysicalActivity' numeric
@attribute MedianHouseHoldIncome numeric
@attribute PovertyRate numeric
@attribute '\%WhitePop' numeric
@attribute '\%BlackPop' numeric
@attribute '\%HispanicPop' numeric
@attribute '\%AsianPop' numeric
@attribute '\%LowIncome&LowStoreAccess' numeric
@attribute FastFoodExpendituresPerCapita numeric
@attribute RestaurantExpendituresPerCapita numeric
@attribute '\%LocalFarmsSales' numeric
@attribute '\%HighschoolersPhysicalActivity' numeric
@attribute Recreation&FitnessFacilities numeric
@attribute STATE_NUM numeric

@data
0,0.28583,0.281654,0.549477,0.313777,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.53719,0.672646,0.688372,0.399139,0.230114,0.911873,0.037879,0.160784,0.172414,0.001299,0.167316,0.471264,0.452991,0.694301,0.176399,24
0,0.336584,0,0.360497,0.545252,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.561983,0.569507,0.688372,0.393195,0.170455,0.9388,0.020202,0.07451,0.034483,0,0.167316,0.471264,0.820513,0.694301,0.360051,24
0,0.302693,0.094574,0.500794,0.441373,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.561983,0.58296,0.688372,0.357016,0.289773,0.744186,0.361111,0.152941,0.517241,0,0.167316,0.471264,0.730769,0.694301,0.2106,24
0,0.102082,0.653839,0.410005,0.236241,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.471074,0.636771,0.688372,0.390275,0.306818,0.881273,0.09596,0.164706,0.275862,0,0.167316,0.471264,0.247863,0.694301,0.318498,24
0,0.224527,0.33187,0.518983,0.273127,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.545455,0.659193,0.688372,0.337015,0.349432,0.784578,0.257576,0.152941,0.517241,0,0.167316,0.471264,0.350427,0.694301,0.200151,24
0,0.279804,0,0.235862,0.215843,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.504132,0.600897,0.688372,0.41622,0.497159,0.865361,0.136364,0.113725,0.206897,0.000866,0.167316,0.471264,0.457265,0.694301,0.124714,24
0.059016,0.360166,0,0.401828,0.573036,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.53719,0.55157,0.688372,0.439863,0.349432,0.946144,0.015152,0.047059,0.103448,0.045907,0.167316,0.471264,0.824786,0.694301,0.401331,24
0.147541,0.307797,0.563271,0.497113,0.542713,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.586777,0.663677,0.688372,0.280957,0.181818,0.932681,0.012626,0.031373,0.068966,0.206583,0.167316,0.471264,0.555556,0.694301,0.235183,24
0.35082,0.395444,0,0.470599,0.39891,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.528926,0.668161,0.688372,0.330951,0.318182,0.69645,0.166667,0.086275,0.241379,0.2945,0.167316,0.471264,0.564103,0.694301,0.162698,24
0.006557,0.538556,0,0.366234,0.385772,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.520661,0.569507,0.688372,0.236651,0.190341,0.959608,0.015152,0.047059,0.103448,0.008662,0.167316,0.471264,0.32906,0.694301,0.205752,24
0,0.084635,0.216835,0.302159,0.221979,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.46281,0.565022,0.688372,0.514658,0.34375,0.924113,0.045455,0.109804,0.275862,0,0.167316,0.471264,0.388889,0.694301,0.181071,24
0.091803,0.16269,0,0.38722,0.313752,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.520661,0.58296,0.688372,0.274109,0.40625,0.927785,0.073232,0.05098,0.206897,0.080121,0.167316,0.471264,0.752137,0.694301,0.145028,24
0.095082,0.536732,0,0.52602,0.41404,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.586777,0.573991,0.688372,0.365745,0.411932,0.943696,0.007576,0.023529,0.103448,0.128627,0.167316,0.471264,0.311966,0.694301,0.281448,24
0.144262,0.392015,0,0.544271,0.403205,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.53719,0.524664,0.688372,0.34147,0.363636,0.970624,0.005051,0.031373,0.172414,0.118666,0.167316,0.471264,0.307692,0.694301,0.465941,24
0,0.121172,0.564443,0.485038,0.267673,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.446281,0.591928,0.688372,0.576842,0.147727,0.842105,0.156566,0.14902,0.551724,0,0.167316,0.471264,0.337607,0.694301,0.274952,24
0.127869,0.565326,0.452616,0.819934,0.667774,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.471074,0.605381,0.688372,0.472159,0.4375,0.922889,0.012626,0.047059,0.206897,0.121265,0.167316,0.471264,0.487179,0.694301,0.440957,24
0,0.296401,0.174171,0.467613,0.258014,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.636364,0.798206,0.688372,0.385941,0.4375,0.70257,0.484848,0.094118,0.310345,0,0.167316,0.471264,0.576923,0.694301,0.17938,24
0.009836,0.269662,0,0.294169,0.31203,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.603306,0.58296,0.688372,0.282055,0.352273,0.968176,0.010101,0.043137,0.103448,0.01256,0.167316,0.471264,0.440171,0.694301,0.160257,24
0,0.318428,0.354703,0.551943,0.437877,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.404959,0.506726,0.688372,0.466906,0.40625,0.940024,0.025253,0.07451,0.206897,0,0.167316,0.471264,0.700855,0.694301,0.345567,25
0,0.250628,0,0.34797,0.225559,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.487603,0.695067,0.688372,0.353735,0.190341,0.866585,0.121212,0.180392,0.172414,0.003032,0.167316,0.471264,0.303419,0.694301,0.148945,25
0.095082,0.228829,0.325701,0.272318,0.284394,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.479339,0.547085,0.688372,0.376264,0.133523,0.964504,0.017677,0.05098,0.137931,0.041143,0.167316,0.471264,0.337607,0.694301,0.226651,25
0.491803,0.35535,0.455205,0.528605,0.561946,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.53719,0.569507,0.688372,0.327248,0.426136,0.960832,0.007576,0.07451,0.206897,0.359463,0.167316,0.471264,0.145299,0.694301,0.190063,25
0,0.202796,0.472332,0.340066,0.163549,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.413223,0.618834,0.688372,0.419155,0.21875,0.873929,0.136364,0.129412,0.137931,0,0.167316,0.471264,0.444444,0.694301,0.230083,25
0.114754,0.448123,0.574048,0.506625,0.449392,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.586777,0.654709,0.688372,0.236982,0.3125,0.95104,0.017677,0.05098,0.206897,0.083153,0.167316,0.471264,0.692308,0.694301,0.079894,25
0.072131,0.395643,0,0.411981,0.686705,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.603306,0.538117,0.688372,0.257991,0.315341,0.947368,0.037879,0.031373,0.068966,0.065829,0.167316,0.471264,0.448718,0.694301,0.176345,25
0,0.194683,0.226719,0.40018,0.307187,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.330579,0.560538,0.688372,0.298339,0.346591,0.870257,0.065657,0.098039,0.724138,0,0.167316,0.471264,0.380342,0.694301,0.220879,25
0,0.217655,0.278817,0.427384,0.25465,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.504132,0.695067,0.688372,0.425024,0.267045,0.848225,0.189394,0.105882,0.241379,0,0.167316,0.471264,0.474359,0.694301,0.194025,25
0,0.197818,0.309032,0.528245,0.32939,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.495868,0.547085,0.688372,0.418162,0.315341,0.791922,0.244949,0.129412,0.793103,0,0.167316,0.471264,0.423077,0.694301,0.249459,25
0.016393,0.344,0,0.245626,0.344974,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.520661,0.560538,0.688372,0.322598,0.329545,0.95716,0.015152,0.043137,0.103448,0.021221,0.167316,0.471264,0.760684,0.694301,0.122661,25
0,0.231224,0.451829,0.452395,0.304586,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.413223,0.529148,0.688372,0.475018,0.292614,0.735618,0.219697,0.368627,0.724138,0,0.167316,0.471264,0.598291,0.694301,0.248044,26
0.222951,0.212627,0,0.126519,0.615085,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.669421,0.654709,0.688372,0.187756,0.309659,0.816401,0.260101,0.062745,0.068966,0.278476,0.167316,0.471264,0.423077,0.694301,0,26
0,0.192731,0.164593,0.328749,0.232923,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.454545,0.659193,0.688372,0.527646,0.485795,0.926561,0.030303,0.145098,0.172414,0,0.167316,0.471264,0.58547,0.694301,0.297799,26
0.17377,0.700982,0,0.224594,0.811116,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.586777,0.605381,0.688372,0.55493,0.446023,0.892289,0.010101,0.156863,0.137931,0.143352,0.167316,0.471264,0.777778,0.694301,0.384542,26
0,0.233318,0.298881,0.430373,0.310471,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.479339,0.632287,0.688372,0.476357,0.491477,0.866585,0.058081,0.290196,0.206897,0,0.167316,0.471264,0.273504,0.694301,0.187189,26
0,0.161316,0.330635,0.360912,0.248881,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.371901,0.430493,0.688372,0.796232,0.386364,0.949816,0.020202,0.066667,0.310345,0,0.167316,0.471264,0.504274,0.694301,0.276101,26
0.003279,0.47639,0,0.198425,0.551238,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.53719,0.515695,0.688372,0.284343,0.338068,0.898409,0.060606,0.12549,0.137931,0.002165,0.167316,0.471264,0.764957,0.694301,0,26
0.114754,0.27171,0,0.495802,0.363306,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.446281,0.596413,0.688372,0.36746,0.519886,0.935129,0.040404,0.031373,0.206897,0.086184,0.167316,0.471264,0.790598,0.694301,0.226065,26
0.055738,0.25391,0.722801,0.386101,0.348211,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.438017,0.560538,0.688372,0.281513,0.582386,0.899633,0.103535,0.054902,0.37931,0.065829,0.167316,0.471264,0.628205,0.694301,0.201195,26
0.360656,0.537924,0,0.232784,0.32065,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.545455,0.569507,0.688372,0.299332,0.275568,0.940024,0.007576,0.043137,0.137931,0.280641,0.167316,0.471264,0.465812,0.694301,0.348745,26
0.003279,0.22866,0.183072,0.399672,0.237025,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.487603,0.600897,0.688372,0.493183,0.335227,0.929009,0.030303,0.07451,0.689655,0.003032,0.167316,0.471264,0.487179,0.694301,0.305753,26
0.088525,0.157807,0,0.328648,0.304335,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.53719,0.641256,0.688372,0.313854,0.198864,0.960832,0.015152,0.054902,0.068966,0.083586,0.167316,0.471264,0.423077,0.694301,0.140675,26
0,0.192423,0.098598,0.366389,0.246405,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.53719,0.659193,0.688372,0.577248,0.400568,0.921665,0.058081,0.101961,0.241379,0,0.167316,0.471264,0.423077,0.694301,0.150949,26
0,0.24423,0.721984,0.380076,0.253617,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.487603,0.64574,0.688372,0.358822,0.210227,0.917993,0.063131,0.105882,0.103448,0,0.167316,0.471264,0.410256,0.694301,0.234462,26
0.019672,0.461996,0,0.481074,0.757325,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.661157,0.556054,0.688372,0.214348,0.238636,0.977968,0.007576,0.031373,0.034483,0.057168,0.167316,0.471264,0.84188,0.694301,0.20592,26
0,0.162572,0.433866,0.47158,0.305685,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.570248,0.650224,0.688372,0.332471,0.284091,0.755202,0.335859,0.172549,0.172414,0,0.167316,0.471264,0.542735,0.694301,0.144922,26
0.009836,0.191732,0,0.256693,0.314296,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.561983,0.600897,0.688372,0.375858,0.213068,0.905753,0.027778,0.2,0.137931,0.009961,0.167316,0.471264,0.457265,0.694301,0.085458,26
0.02623,0.381732,0,0.201903,0.474426,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.495868,0.618834,0.688372,0.326421,0.355114,0.79437,0.012626,0.580392,0.103448,0.029883,0.167316,0.471264,0.619658,0.694301,0.22686,26
0,0.332382,0,0.560365,0.470072,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.561983,0.58296,0.688372,0.246162,0.363636,0.953488,0.012626,0.058824,0.172414,0,0.167316,0.471264,0.320513,0.694301,0.197531,26
0.180328,0.408673,0,0.243171,0.315254,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.495868,0.591928,0.688372,0.309641,0.434659,0.959608,0.017677,0.047059,0.068966,0.207882,0.167316,0.471264,0.410256,0.694301,0,26
0.029508,0.527259,0,0.235299,0.508415,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.603306,0.596413,0.688372,0.226598,0.261364,0.966952,0.002525,0.047059,0.034483,0.031615,0.167316,0.471264,0.931624,0.694301,0,26
0.045902,0.294205,0,0.525179,0.529556,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.454545,0.55157,0.688372,0.42832,0.323864,0.95716,0.015152,0.043137,0.206897,0.032915,0.167316,0.471264,0.619658,0.694301,0.349686,26
0,0.159632,0.350553,0.366371,0.235728,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.38843,0.41704,0.688372,0.557218,0.485795,0.850673,0.032828,0.317647,0.793103,0,0.167316,0.471264,0.581197,0.694301,0.243945,26
0.003279,0.232426,0,0.497879,0.555817,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.628099,0.636771,0.688372,0.238186,0.298295,0.968176,0.012626,0.035294,0.137931,0.003465,0.167316,0.471264,0.542735,0.694301,0.331509,26
0,0.245422,0.299417,0.490253,0.223128,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.619835,0.825112,0.688372,0.340477,0.068182,0.667075,0.45202,0.286275,0.344828,0.001732,0.167316,0.471264,0.290598,0.694301,0.125016,26
0,0.236143,0.355882,0.35541,0.297354,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.421488,0.569507,0.688372,0.485673,0.232955,0.921665,0.060606,0.098039,0.172414,0,0.167316,0.471264,0.491453,0.694301,0.272419,26
0,0.321542,0.484585,0.416415,0.299108,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.512397,0.587444,0.688372,0.374007,0.386364,0.870257,0.060606,0.262745,0.206897,0,0.167316,0.471264,0.380342,0.694301,0.20233,26
0.042623,0.352771,0.347617,0.306789,0.282598,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.528926,0.663677,0.688372,0.29104,0.193182,0.94492,0.012626,0.121569,0.103448,0.059333,0.167316,0.471264,0.282051,0.694301,0.145141,26
0.278689,0.976575,0,0.6641,0.484289,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.628099,0.627803,0.688372,0.305397,0.261364,0.871481,0.010101,0.031373,0.137931,0.360762,0.167316,0.471264,0.893162,0.694301,0,26
0,0.18097,0.210749,0.323045,0.247476,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.479339,0.573991,0.688372,0.418387,0.352273,0.95716,0.012626,0.07451,0.103448,0,0.167316,0.471264,0.534188,0.694301,0.263983,26
0,0.249807,0.26667,0.272509,0.200733,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.46281,0.538117,0.688372,0.356188,0.170455,0.936353,0.035354,0.098039,0.103448,0.000866,0.167316,0.471264,0.440171,0.694301,0.259801,26
0,0.242397,0.19407,0.441713,0.356445,0.425287,0.657143,0.513514,0.544118,0.375,0.644444,0.5,0.504132,0.55157,0.688372,0.36901,0.213068,0.80049,0.113636,0.376471,0.137931,0,0.167316,0.471264,0.470085,0.694301,0.108041,26
0.02623,0.297874,0.476973,0.576039,0.430843,0.517241,0.571429,0.486486,0.602941,0.875,0.588889,0.5,0.471074,0.618834,0.688372,0.33232,0.173295,0.95716,0.012626,0.05098,0.206897,0.024253,0.167316,0.471264,0.679487,0.694301,0.398303,26
0.072131,0.198065,0.42287,0.569626,0.381972,0.333333,0.342857,0.594595,0.632353,0.25,0.388889,1,0.702479,0.623318,0.251163,0.194694,0.903409,0.833537,0.285354,0.07451,0.068966,0.055868,0.347315,0,0.051282,0.284974,0.176562,27
0.678689,0.147698,0,0,0,0.333333,0.342857,0.594595,0.632353,0.25,0.388889,1,0.752066,0.762332,0.251163,0.143586,0.693182,0.566707,0.85101,0.05098,0.034483,0.652663,0.347315,0,0.064103,0.284974,0,28
0.013115,0.404191,0,0.336706,0.124719,0.333333,0.342857,0.594595,0.632353,0.25,0.388889,1,0.785124,0.681614,0.251163,0.180577,0.650568,0.600979,0.727273,0.14902,0.034483,0.007796,0.347315,0,0.029915,0.284974,0.288248,28
0.160656,0.787021,0,0.312198,0.202372,0.195402,0.485714,1,0.558824,0.25,0.444444,1,0.801653,0.7713,0.251163,0.189456,0.494318,0.599755,0.787879,0.043137,0.068966,0.080554,0.347315,0,0.205128,0.284974,0,28
0.662295,0.203916,0,0.16178,0.157302,0.195402,0.485714,1,0.558824,0.25,0.444444,1,0.702479,0.717489,0.251163,0.211925,0.573864,0.565483,0.876263,0.035294,0.034483,0.345171,0.347315,0,0.286325,0.284974,0,29
0,0.406994,0,0.276768,0.134554,0.195402,0.485714,1,0.558824,0.25,0.444444,1,0.826446,0.919283,0.251163,0.18747,0.545455,0.53978,0.919192,0.043137,0.034483,0,0.347315,0,0.098291,0.284974,0.10366,29
0.019672,0.126168,0.404054,0.50205,0.29198,0.333333,0.342857,0.594595,0.632353,0.25,0.388889,1,0.603306,0.668161,0.251163,0.616046,0.284091,0.668299,0.532828,0.160784,0.413793,0.022521,0.347315,0,0.230769,0.284974,0.196823,29
0.04918,0.25359,0.382176,0.701206,0.247403,0.068966,0.085714,0.513514,0.558824,0,0.266667,1,0.652893,0.780269,0.251163,0.218381,0.619318,0.52754,0.886364,0.078431,0.413793,0.051537,0.347315,0,0.183761,0.284974,0.159571,29
0.931148,0.141722,0,0.252984,0.109325,0.195402,0.485714,1,0.558824,0.25,0.444444,1,0.743802,0.883408,0.251163,0.199013,0.573864,0.537332,0.934343,0.027451,0.034483,0.743612,0.347315,0,0.098291,0.284974,0,31
0.111475,0.321489,0.686382,0.286941,0.206666,0.068966,0.085714,0.513514,0.558824,0,0.266667,1,0.561983,0.775785,0.251163,0.368469,0.480114,0.849449,0.242424,0.090196,0.068966,0.19359,0.347315,0,0.311966,0.284974,0.095529,31
0.334426,0.344718,0,0.102558,0.03324,0.068966,0.085714,0.513514,0.558824,0,0.266667,1,0.595041,0.811659,0.251163,0.261332,0.59375,0.643819,0.712121,0.031373,0.034483,0.274578,0.347315,0,0.277778,0.284974,0,31
0.029508,0.029703,0.380498,0.441852,0.378068,0.068966,0.085714,0.513514,0.558824,0,0.266667,1,0.727273,0.748879,0.251163,0.365835,0.448864,0.859241,0.179293,0.098039,0.275862,0.068861,0.347315,0,0.136752,0.284974,0.211827,31
0.02623,0.18082,0.257369,0.498114,0.294471,0.068966,0.085714,0.513514,0.558824,0,0.266667,1,0.743802,0.690583,0.251163,0.380463,0.838068,0.609547,0.568182,0.160784,0.965517,0.038545,0.347315,0,0.337607,0.284974,0.214919,31
0.17377,0.256877,0.658122,0.366836,0.237789,0.195402,0.485714,1,0.558824,0.25,0.444444,1,0.785124,0.632287,0.251163,0.284147,0.585227,0.900857,0.174242,0.043137,0.068966,0.092681,0.347315,0,0.098291,0.284974,0.091596,35
0.003279,0.198279,0.230906,0.418297,0.281575,0.068966,0.085714,0.513514,0.558824,0,0.266667,1,0.743802,0.735426,0.251163,0.479352,0.346591,0.648715,0.560606,0.141176,0.62069,0.003465,0.347315,0,0.307692,0.284974,0.192821,35
0.022951,0.282519,0.226193,0.619891,0.129401,0.195402,0.485714,1,0.558824,0.25,0.444444,1,0.793388,0.878924,0.251163,0.254304,0.522727,0.603427,0.681818,0.180392,0.137931,0.039844,0.347315,0,0.175214,0.284974,0.125924,28
0.27541,0.081779,0.349199,0.551488,0.494167,0.333333,0.342857,0.594595,0.632353,0.25,0.388889,1,0.53719,0.659193,0.251163,0.279166,0.517045,0.663403,0.613636,0.05098,0.586207,0.159376,0.347315,0,0.111111,0.284974,0.194402,28
0.042623,0.148943,0.635991,0.679459,0.30639,0.068966,0.085714,0.513514,0.558824,0,0.266667,1,0.479339,0.64574,0.251163,0.446123,0.409091,0.773562,0.409091,0.054902,0.241379,0.068428,0.347315,0,0.106838,0.284974,0.309804,28
0.472131,0.356401,0,0.424136,0.171832,0.195402,0.485714,1,0.558824,0.25,0.444444,1,0.900826,0.762332,0.251163,0.209803,0.928977,0.592411,0.815657,0.031373,0.103448,0.517973,0.347315,0,0.136752,0.284974,0.158854,28
0.514754,0.25928,0.66428,0.339413,0.160009,0.195402,0.485714,1,0.558824,0.25,0.444444,1,0.743802,0.793722,0.251163,0.185754,0.724432,0.421053,0.974747,0.14902,0.068966,0.362061,0.347315,0,0.081197,0.284974,0.092453,28
0,0.279939,0.566216,0.675051,0.375067,0.333333,0.342857,0.594595,0.632353,0.25,0.388889,1,0.710744,0.659193,0.251163,0.312846,0.392045,0.646267,0.666667,0.058824,0.206897,0,0.347315,0,0.038462,0.284974,0.210145,28
0.167213,0.172005,0.440678,0.634553,0.159223,0.195402,0.485714,1,0.558824,0.25,0.444444,1,0.719008,0.874439,0.251163,0.223754,0.440341,0.614443,0.775253,0.027451,0.103448,0.192291,0.347315,0,0.081197,0.284974,0.24533,28
0.07541,0.158257,0.16894,0.698406,0.330636,0.195402,0.485714,1,0.558824,0.25,0.444444,1,0.578512,0.573991,0.251163,0.646325,0.34375,0.504284,0.941919,0.066667,0.482759,0.061498,0.347315,0,0.08547,0.284974,0.211614,28
0.252459,0.368156,0.589513,0.575038,0.266249,0.068966,0.085714,0.513514,0.558824,0,0.266667,1,0.743802,0.726457,0.251163,0.192406,0.619318,0.581395,0.830808,0.031373,0.103448,0.255522,0.347315,0,0.08547,0.284974,0.164094,28
0.022951,0.382275,0.40808,0.32224,0.344038,0.195402,0.485714,1,0.558824,0.25,0.444444,1,0.760331,0.766816,0.251163,0.226779,0.920455,0.614443,0.772727,0.027451,0.068966,0.01689,0.347315,0,0.111111,0.284974,0.113591,28
0.095082,0.197583,0.50621,0.446754,0.152417,0.195402,0.485714,1,0.558824,0.25,0.444444,1,0.809917,0.681614,0.251163,0.244221,0.5,0.542228,0.532828,0.070588,0.137931,0.135557,0.347315,0,0.068376,0.284974,0.070453,28
0.095082,0.470863,0,0.311306,0.100897,0.195402,0.485714,1,0.558824,0.25,0.444444,1,0.68595,0.847534,0.251163,0.234559,0.801136,0.564259,0.757576,0.047059,0.103448,0.074058,0.347315,0,0.136752,0.284974,0,28
0.039344,0.080682,0.344513,0.480077,0.311193,0.195402,0.485714,1,0.558824,0.25,0.444444,1,0.446281,0.618834,0.251163,0.193369,0.522727,0.501836,0.916667,0.047059,1,0.028151,0.347315,0,0.213675,0.284974,0.095897,28
0.055738,0.206678,0.264756,0.418128,0.263065,0.068966,0.085714,0.513514,0.558824,0,0.266667,1,0.743802,0.641256,0.251163,0.302944,0.678977,0.805386,0.318182,0.078431,0.137931,0.085318,0.347315,0,0.25641,0.284974,0.147392,28
0.085246,0.290334,0,0.115171,0.111983,0.068966,0.085714,0.513514,0.558824,0,0.266667,1,0.68595,0.775785,0.251163,0.253507,0.170455,0.70869,0.565657,0.039216,0.034483,0.128627,0.347315,0,0.145299,0.284974,0.172542,28
0.170492,0.286813,0,0.365703,0.17384,0.333333,0.342857,0.594595,0.632353,0.25,0.388889,1,0.570248,0.686099,0.251163,0.290994,0.392045,0.784578,0.366162,0.113725,0.034483,0.114335,0.347315,0,0.111111,0.284974,0.1461,28
0.055738,0.416922,0,0.496159,0.178677,0.333333,0.342857,0.594595,0.632353,0.25,0.388889,1,0.727273,0.659193,0.251163,0.224672,0.383523,0.815177,0.35101,0.027451,0.068966,0.078822,0.347315,0,0.136752,0.284974,0.165182,28
0.032787,0.09392,0.328125,0.584253,0.194301,0.195402,0.485714,1,0.558824,0.25,0.444444,1,0.595041,0.663677,0.251163,0.547014,0.369318,0.718482,0.497475,0.078431,0.310345,0.029883,0.347315,0,0.064103,0.284974,0.243561,28
0.222951,0.323298,0,0.553065,0.140285,0.195402,0.485714,1,0.558824,0.25,0.444444,1,0.892562,0.838565,0.251163,0.187365,0.400568,0.432069,0.944444,0.32549,0.068966,0.158943,0.347315,0,0.068376,0.284974,0.144099,28
0.288525,0.169701,0.543471,0.403907,0.229091,0.195402,0.485714,1,0.558824,0.25,0.444444,1,0.727273,0.721973,0.251163,0.230647,0.380682,0.55814,0.866162,0.062745,0.068966,0.218709,0.347315,0,0.08547,0.284974,0.075639,28
0.27541,0.444372,0,0.264413,0.057132,0.195402,0.485714,1,0.558824,0.25,0.444444,1,0.719008,0.663677,0.251163,0.242837,0.329545,0.701346,0.60101,0.027451,0.034483,0.184062,0.347315,0,0.200855,0.284974,0,28
0.259016,0.302939,0.970166,0.585833,0.23369,0.068966,0.085714,0.513514,0.558824,0,0.266667,1,0.669421,0.753363,0.251163,0.30931,0.494318,0.747858,0.472222,0.058824,0.034483,0.221308,0.347315,0,0.183761,0.284974,0,28
0.301639,0.175485,0.561994,0.417672,0.101528,0.333333,0.342857,0.594595,0.632353,0.25,0.388889,1,0.702479,0.798206,0.251163,0.339198,0.414773,0.598531,0.790404,0.047059,0.034483,0.151148,0.347315,0,0.132479,0.284974,0.156434,28
0.016393,0.330089,0,0.458294,0.127317,0.333333,0.342857,0.594595,0.632353,0.25,0.388889,1,0.809917,0.641256,0.251163,0.264222,0.428977,0.74541,0.421717,0.141176,0.034483,0.045907,0.347315,0,0.042735,0.284974,0.098084,28
