@relation 'DS - 2011-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-do-not-check-capabilities-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-P-do-not-check-capabilities-weka.filters.unsupervised.attribute.Remove-R41,43,45,49,51,53-55,59-60,62,65,75-76,81,85-86-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C29-Llast-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C30-Llast-weka.filters.unsupervised.attribute.Remove-R29-69-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute '\%NoCar&LowStoreAccess' numeric
@attribute GroceryStore/1000pop numeric
@attribute SuperCenter&ClubStore/1000pop numeric
@attribute FastFoodRestaurant/1000pop numeric
@attribute FullServiceRestaurant/1000pop numeric
@attribute Fruit&Veg-Lbs/Household numeric
@attribute SweetSnacks-Lbs/Household numeric
@attribute Soda-Gals/Household numeric
@attribute Meat&Poultry-Lbs/Household numeric
@attribute SolidFats-Lbs/Household numeric
@attribute PreparedFood-Lbs/Household numeric
@attribute 'FoodInsecurity(-1,0,1)' numeric
@attribute DiabetesAdultRate numeric
@attribute ObesityAdultRate numeric
@attribute '\%AdultPhysicalActivity' numeric
@attribute MedianHouseHoldIncome numeric
@attribute PovertyRate numeric
@attribute '\%WhitePop' numeric
@attribute '\%BlackPop' numeric
@attribute '\%HispanicPop' numeric
@attribute '\%AsianPop' numeric
@attribute '\%LowIncome&LowStoreAccess' numeric
@attribute FastFoodExpendituresPerCapita numeric
@attribute RestaurantExpendituresPerCapita numeric
@attribute '\%LocalFarmsSales' numeric
@attribute '\%HighschoolersPhysicalActivity' numeric
@attribute Recreation&FitnessFacilities numeric
@attribute STATE_NUM numeric

@data
0.091803,0.387843,0,0.230777,0.523575,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.396694,0.484305,0.572093,0.355647,0.519886,0.977968,0.002525,0.047059,0.137931,0.161542,0.161902,0.262069,0.175214,1,0.172868,19
0.085246,0.392725,0,0.467363,0.302952,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.380165,0.466368,0.572093,0.366813,0.173295,0.899633,0.007576,0.27451,0.206897,0.099177,0.161902,0.262069,0.081197,1,0.233392,19
0.019672,0.212953,0.909315,0.802514,0.383306,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.38843,0.506726,0.572093,0.384722,0.321023,0.953488,0.007576,0.105882,0.275862,0.025552,0.161902,0.262069,0.064103,1,0.63278,19
0.272131,0.400452,0,0.357419,0.592083,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.404959,0.529148,0.572093,0.410547,0.127841,0.98164,0.005051,0.043137,0.068966,0.244695,0.161902,0.262069,0.094017,1,0.118992,19
0.108197,0.216437,0.308064,0.357738,0.324648,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.413223,0.547085,0.572093,0.416401,0.204545,0.932681,0.058081,0.070588,0.206897,0.105673,0.161902,0.262069,0.196581,1,0.257253,19
0.272131,0.357632,0,0.4256,0.275881,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.38843,0.560538,0.572093,0.380177,0.247159,0.738066,0.025253,0.780392,0.172414,0.287137,0.161902,0.262069,0.111111,1,0.127522,19
0,0.185474,0.263993,0.429186,0.357692,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.239669,0.542601,0.572093,0.750512,0.306818,0.888617,0.030303,0.235294,0.62069,0,0.161902,0.262069,0.239316,1,0.367419,19
0.472131,0.137656,0,0.163818,0.424756,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.355372,0.457399,0.572093,0.363593,0.244318,0.976744,0.005051,0.047059,0.068966,0.261152,0.161902,0.262069,0.217949,1,0.490845,19
0.157377,0.283002,0,0.420983,0.21831,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.371901,0.443946,0.572093,0.222083,0.196023,0.937576,0.027778,0.094118,0.275862,0.242529,0.161902,0.262069,0.064103,1,0,19
0.098361,0.269713,0,0.240729,0.416119,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.355372,0.511211,0.572093,0.458313,0.167614,0.990208,0.002525,0.027451,0.068966,0.117367,0.161902,0.262069,0.119658,1,0.240432,19
0.055738,0.145248,0.372127,0.570413,0.302523,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.396694,0.609865,0.572093,0.365805,0.221591,0.897185,0.108586,0.094118,0.241379,0.049372,0.161902,0.262069,0.07265,1,0.207166,19
0.016393,0.140746,0.163906,0.55578,0.444162,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.322314,0.403587,0.572093,0.45115,0.127841,0.943696,0.042929,0.070588,0.275862,0.025985,0.161902,0.262069,0.115385,1,0.250932,19
0.268852,0.45659,0,0.407524,0.396245,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.413223,0.515695,0.572093,0.351944,0.133523,0.916769,0.007576,0.235294,0.137931,0.275877,0.161902,0.262069,0.059829,1,0.407021,19
0.098361,0.115845,0,0.379118,0.402137,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.396694,0.524664,0.572093,0.323922,0.269886,0.958384,0.020202,0.07451,0.206897,0.072326,0.161902,0.262069,0.132479,1,0.309804,19
0.347541,0.218269,0,0.389627,0.533187,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.446281,0.506726,0.572093,0.36436,0.142045,0.95716,0.025253,0.066667,0.275862,0.193157,0.161902,0.262069,0.162393,1,0.25943,19
0.321311,0.222235,0,0.198353,0.214292,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.446281,0.529148,0.572093,0.422706,0.269886,0.850673,0.002525,0.482353,0.068966,0.207882,0.161902,0.262069,0.059829,1,0.198108,19
0.852459,0.623808,0,0.371182,0.42106,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.421488,0.538117,0.572093,0.403278,0.176136,0.947368,0.012626,0.117647,0.103448,0.608489,0.161902,0.262069,0.021368,1,0,19
0.262295,0.124292,0,0.369784,0.28764,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.438017,0.497758,0.572093,0.402254,0.170455,0.965728,0.005051,0.090196,0.103448,0.195323,0.161902,0.262069,0.145299,1,0.221596,19
0.186885,0.586049,0,0.116238,0.489757,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.413223,0.479821,0.572093,0.592418,0.295455,0.986536,0.002525,0.035294,0.103448,0.08835,0.161902,0.262069,0.286325,1,0,19
0.144262,0.320442,0,0.444899,0.411986,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.380165,0.484305,0.572093,0.440164,0.284091,0.968176,0.007576,0.082353,0.068966,0.125595,0.161902,0.262069,0.098291,1,0,19
0.15082,0.227906,0,0.361626,0.322316,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.380165,0.511211,0.572093,0.457952,0.306818,0.940024,0.007576,0.086275,0.689655,0.146384,0.161902,0.262069,0.17094,1,0.135442,19
0.154098,0.417471,0,0.186305,0.402551,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.438017,0.560538,0.572093,0.427492,0.241477,0.949816,0.002525,0.145098,0.137931,0.181464,0.161902,0.262069,0.145299,1,0.186074,20
0.131148,0.404593,0,0.160495,0.390133,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.429752,0.493274,0.572093,0.407206,0.159091,0.94492,0.020202,0.12549,0.137931,0.155912,0.161902,0.262069,0.183761,1,0.120223,20
0.196721,0.229709,0,0.410049,0.236267,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.396694,0.533632,0.572093,0.469239,0.153409,0.974296,0.002525,0.047059,0.172414,0.20615,0.161902,0.262069,0.111111,1,0,20
0.32459,0.351763,0,0.453501,0.429643,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.363636,0.497758,0.572093,0.423956,0.321023,0.919217,0.045455,0.078431,0.724138,0.229537,0.161902,0.262069,0.08547,1,0.209049,20
0.681967,0.374136,0,0.148414,0.529122,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.413223,0.461883,0.572093,0.348182,0.227273,0.986536,0.002525,0.035294,0.068966,0.474664,0.161902,0.262069,0.094017,1,0.222345,20
0.209836,0.245252,0,0.51076,0.331082,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.421488,0.493274,0.572093,0.449148,0.110795,0.96328,0.002525,0.098039,0.137931,0.223473,0.161902,0.262069,0.076923,1,0.218627,20
0.44918,0.338223,0,0.503129,0.521817,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.429752,0.497758,0.572093,0.386889,0.210227,0.982864,0.002525,0.039216,0.068966,0.411,0.161902,0.262069,0.025641,1,0,20
0.039344,0.298949,0,0.266824,0.461224,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.421488,0.556054,0.572093,0.52593,0.184659,0.97552,0.007576,0.054902,0.137931,0.036812,0.161902,0.262069,0.15812,1,0.133247,20
0.236066,0.355792,0,0.352843,0.548923,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.380165,0.524664,0.572093,0.342554,0.232955,0.984088,0.007576,0.031373,0.034483,0.193157,0.161902,0.262069,0.141026,1,0,21
0.108197,0.225963,0.413515,0.460985,0.273916,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.413223,0.641256,0.572093,0.444739,0.210227,0.959608,0.025253,0.054902,0.206897,0.102642,0.161902,0.262069,0.162393,1,0.345311,21
0.062295,0.227994,0,0.452207,0.469004,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.38843,0.524664,0.572093,0.362313,0.372159,0.930233,0.022727,0.094118,0.689655,0.134257,0.161902,0.262069,0.132479,1,0.270989,21
0.383607,0.289271,0,0.240973,0.312405,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.355372,0.493274,0.572093,0.403774,0.238636,0.953488,0.05303,0.047059,0.068966,0.284106,0.161902,0.262069,0.183761,1,0.206293,21
0.262295,0.440283,0,0.196485,0.169819,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.413223,0.493274,0.572093,0.353675,0.170455,0.98776,0.005051,0.027451,0.103448,0.346903,0.161902,0.262069,0.064103,1,0,21
0.393443,0.610973,0,0.499874,0.559681,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.429752,0.452915,0.572093,0.409448,0.116477,0.979192,0.005051,0.047059,0.137931,0.588566,0.161902,0.262069,0.166667,1,0.136161,21
0.085246,0.263607,0,0.372526,0.508373,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.38843,0.502242,0.572093,0.369251,0.409091,0.909425,0.078283,0.101961,0.206897,0.117367,0.161902,0.262069,0.162393,1,0.117494,21
0.016393,0.155253,0.368296,0.602178,0.323805,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.363636,0.533632,0.572093,0.541642,0.207386,0.891065,0.088384,0.090196,0.689655,0.015591,0.161902,0.262069,0.282051,1,0.246041,19
0.013115,0.50153,0,0.417792,0.270819,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.380165,0.533632,0.572093,0.379951,0.3125,0.799266,0.015152,0.611765,0.068966,0.015158,0.161902,0.262069,0.15812,1,0.178832,19
0.068852,0.124818,0,0.222809,0.240714,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.371901,0.515695,0.572093,0.328452,0.295455,0.976744,0.005051,0.054902,0.103448,0.117367,0.161902,0.262069,0.111111,1,0.222534,19
0.295082,0.73591,0,0.25022,0.243295,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.363636,0.439462,0.572093,0.468141,0.309659,0.985312,0.007576,0.027451,0.068966,0.203984,0.161902,0.262069,0.089744,1,0.187433,19
0.193443,0.153868,0,0.274667,0.267065,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.363636,0.502242,0.572093,0.493484,0.335227,0.97552,0.007576,0.05098,0.068966,0.15851,0.161902,0.262069,0.102564,1,0.137164,19
0.154098,0.213724,0.684456,0.381515,0.164869,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.371901,0.488789,0.572093,0.416717,0.096591,0.949816,0.022727,0.054902,0.413793,0.160676,0.161902,0.262069,0.076923,1,0.476304,19
0.065574,0.216892,0.463067,0.537735,0.237026,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.380165,0.560538,0.572093,0.482633,0.164773,0.96328,0.015152,0.043137,0.37931,0.089649,0.161902,0.262069,0.094017,1,0.128897,19
0.127869,0.302086,0.386974,0.485322,0.22138,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.413223,0.565022,0.572093,0.38275,0.366477,0.785802,0.032828,0.572549,0.310345,0.121698,0.161902,0.262069,0.200855,1,0.161574,19
0.07541,0.233789,0,0.09274,0.210405,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.330579,0.511211,0.572093,0.540453,0.292614,0.965728,0.010101,0.066667,0.137931,0.085751,0.161902,0.262069,0.094017,1,0.416815,19
0.478689,0.547191,0,0.260474,0.337686,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.421488,0.502242,0.572093,0.41306,0.193182,0.991432,0.005051,0.027451,0.068966,0.265483,0.161902,0.262069,0.24359,1,0.195114,19
0.259016,0.258775,0,0.61591,0.399242,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.454545,0.457399,0.572093,0.328482,0.204545,0.971848,0.005051,0.043137,0.068966,0.227804,0.161902,0.262069,0.021368,1,0.461361,19
0.029508,0.467856,0,0.371182,0.42106,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.396694,0.479821,0.572093,0.428094,0.306818,0.979192,0.005051,0.031373,0.137931,0.136423,0.161902,0.262069,0.064103,1,0,19
0.419672,0.323722,0,0.642077,0.249722,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.471074,0.497758,0.572093,0.265395,0.161932,0.960832,0.005051,0.090196,0.103448,0.299697,0.161902,0.262069,0.064103,1,0.192385,19
0,0.250226,0.356157,0.47976,0.364606,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.305785,0.578475,0.572093,0.512461,0.193182,0.804162,0.025253,0.541176,0.310345,0,0.161902,0.262069,0.115385,1,0.148707,19
0.278689,0.588686,0,0.500405,0.389244,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.454545,0.502242,0.572093,0.412383,0.335227,0.952264,0.012626,0.109804,0.206897,0.281074,0.161902,0.262069,0.064103,1,0.599744,19
0.163934,0.549534,0,0.108996,0.565221,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.396694,0.484305,0.572093,0.368694,0.292614,0.943696,0.007576,0.152941,0.068966,0.296665,0.161902,0.262069,0.034188,1,0,19
0.088525,0.296713,0,0.485518,0.400553,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.446281,0.533632,0.572093,0.348167,0.289773,0.929009,0.050505,0.086275,0.310345,0.089216,0.161902,0.262069,0.08547,1,0.396751,19
0.213115,0.626539,0,0.596491,0.434986,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.446281,0.484305,0.572093,0.344329,0.230114,0.980416,0.002525,0.039216,0.137931,0.394976,0.161902,0.262069,0.111111,1,0.223408,19
0.22623,0.291421,0,0.433507,0.430876,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.371901,0.542601,0.572093,0.524184,0.318182,0.955936,0.010101,0.098039,0.172414,0.090948,0.161902,0.262069,0.07265,1,0.259783,19
0.360656,0.775151,0,0.184494,0.358775,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.512397,0.515695,0.572093,0.337286,0.346591,0.965728,0.007576,0.082353,0.103448,0.282806,0.161902,0.262069,0.029915,1,0.276399,19
0.111475,0.197673,0.337628,0.4548,0.223648,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.330579,0.547085,0.572093,0.461037,0.150568,0.916769,0.027778,0.168627,0.206897,0.092681,0.161902,0.262069,0.153846,1,0.211456,19
0.144262,0.379509,0,0.489272,0.439135,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.404959,0.506726,0.572093,0.461639,0.252841,0.947368,0.017677,0.070588,0.448276,0.168904,0.161902,0.262069,0.166667,1,0.225539,19
0.167213,0.466469,0,0.138781,0.809637,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.471074,0.475336,0.572093,0.263003,0.3125,0.991432,0.002525,0.015686,0.103448,0.245561,0.161902,0.262069,0.038462,1,0,19
0.334426,0.688012,0,0.272923,0.663424,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.487603,0.524664,0.572093,0.334502,0.213068,0.971848,0.007576,0.058824,0.137931,0.267648,0.161902,0.262069,0.051282,1,0.408879,19
0.009836,0.174509,0.279434,0.549472,0.353372,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.338843,0.412556,0.572093,0.497171,0.207386,0.817625,0.169192,0.192157,0.724138,0.009528,0.161902,0.262069,0.230769,1,0.259272,19
0.24918,0.384214,0,0.342925,0.222289,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.438017,0.475336,0.572093,0.420193,0.085227,0.980416,0.002525,0.039216,0.103448,0.225639,0.161902,0.262069,0.115385,1,0,19
0,0.331811,0,0.504559,0.398163,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.297521,0.421525,0.572093,0.50161,0.170455,0.921665,0.007576,0.215686,0.241379,0.002165,0.161902,0.262069,0.141026,1,0.131461,19
0.114754,0.26721,0,0.278244,0.334958,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.429752,0.466368,0.572093,0.423128,0.375,0.848225,0.012626,0.2,0.068966,0.100909,0.161902,0.262069,0.119658,1,0.476401,19
0.101639,0.36744,0,0.327954,0.283446,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.421488,0.479821,0.572093,0.310167,0.198864,0.9388,0,0.184314,0.103448,0.102642,0.161902,0.262069,0.042735,1,0,19
0.183607,0.195901,0,0.466264,0.453359,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.404959,0.430493,0.572093,0.32311,0.255682,0.962056,0.015152,0.07451,0.137931,0.207882,0.161902,0.262069,0.064103,1,0.349266,19
0.081967,0.200385,0.427824,0.476936,0.283394,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.454545,0.511211,0.572093,0.316338,0.289773,0.891065,0.027778,0.254902,0.275862,0.065396,0.161902,0.262069,0.081197,1,0.119087,19
0.088525,0.133252,0.341393,0.317154,0.174746,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.305785,0.654709,0.572093,0.649154,0.190341,0.968176,0.010101,0.054902,0.172414,0.07709,0.161902,0.262069,0.213675,1,0.095028,19
0.104918,0.223222,0,0.365263,0.387441,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.355372,0.511211,0.572093,0.465748,0.198864,0.935129,0.012626,0.168627,0.103448,0.108272,0.161902,0.262069,0.179487,1,0.298482,19
0.583607,0.751488,0,0.111789,0.434779,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.446281,0.529148,0.572093,0.246524,0.355114,0.982864,0.002525,0.031373,0.103448,0.684279,0.161902,0.262069,0.098291,1,0.669903,19
0.085246,0.214908,0.393284,0.54804,0.260515,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.421488,0.524664,0.572093,0.336895,0.423295,0.897185,0.093434,0.117647,0.275862,0.078822,0.161902,0.262069,0.076923,1,0.328418,19
0.288525,0.328741,0,0.195609,0.464922,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.404959,0.479821,0.572093,0.36126,0.258523,0.953488,0.007576,0.098039,0.241379,0.241663,0.161902,0.262069,0.111111,1,0.195368,19
0.127869,0.396792,0.726133,0.26983,0.459134,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.363636,0.430493,0.572093,0.446123,0.167614,0.971848,0.015152,0.043137,0.275862,0.171503,0.161902,0.262069,0.141026,1,0.202123,19
0.081967,0.221219,0.447446,0.609659,0.377227,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.446281,0.55157,0.572093,0.367716,0.255682,0.764994,0.063131,0.462745,0.827586,0.058467,0.161902,0.262069,0.055556,1,0.166065,19
0.12459,0.309694,0,0.368552,0.418077,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.396694,0.533632,0.572093,0.442421,0.409091,0.964504,0.010101,0.078431,0.103448,0.113469,0.161902,0.262069,0.123932,1,0,19
0.081967,0.54317,0,0.430934,0.419007,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.454545,0.475336,0.572093,0.404617,0.235795,0.886169,0.005051,0.341176,0.068966,0.119965,0.161902,0.262069,0.076923,1,0,19
0.111475,0.176087,0,0.471494,0.407506,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.520661,0.632287,0.6,0.28198,0.357955,0.919217,0.04798,0.098039,0.103448,0.183629,0.388787,0.342529,0.111111,0.751295,0.31394,19
0.360656,0.450649,0,0.268148,0.63733,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.479339,0.55157,0.6,0.340763,0.221591,0.955936,0.017677,0.058824,0.068966,0.361195,0.388787,0.342529,0.136752,0.751295,0.267816,19
0.15082,0.21531,0,0.384345,0.387548,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.438017,0.641256,0.6,0.355255,0.201705,0.875153,0.14899,0.090196,0.103448,0.12906,0.388787,0.342529,0.196581,0.751295,0.255913,19
0.118033,0.170492,0,0.355065,0.476756,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.570248,0.627803,0.6,0.356775,0.636364,0.823745,0.037879,0.458824,0.103448,0.149415,0.388787,0.342529,0.029915,0.751295,0.227974,19
0.222951,0.159287,0,0.805631,0.215033,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.421488,0.596413,0.6,0.276803,0.840909,0.914321,0.085859,0.058824,0.137931,0.247293,0.388787,0.342529,0.119658,0.751295,0.283989,19
0.055738,0.235562,0,0.350413,0.499715,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.545455,0.596413,0.6,0.285637,0.724432,0.820073,0.042929,0.12549,0.172414,0.067562,0.388787,0.342529,0.094017,0.751295,0,19
0.055738,0.131391,0,0.480256,0.238912,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.471074,0.591928,0.6,0.57934,0.491477,0.913097,0.050505,0.109804,0.206897,0.086618,0.388787,0.342529,0.333333,0.751295,0.133859,19
0.554098,0.312689,0,0.186058,0.844238,0,0.114286,0.486486,0.529412,0.125,0.266667,0.5,0.586777,0.565022,0.6,0.244974,0.590909,0.889841,0.010101,0.094118,0.034483,0.485058,0.388787,0.342529,0.119658,0.751295,0,19
0.006557,0.330799,0,0.295251,0.276446,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.520661,0.609865,0.6,0.277495,0.301136,0.889841,0.020202,0.05098,0.137931,0.009528,0.388787,0.342529,0.15812,0.751295,0.098295,19
0.190164,0.135959,0,0.161799,0.681722,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.487603,0.569507,0.6,0.359123,0.181818,0.95716,0.022727,0.054902,0.034483,0.333911,0.388787,0.342529,0.059829,0.751295,0,19
0.511475,0.42047,0,0.416984,0.324355,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.46281,0.600897,0.6,0.449254,0.184659,0.943696,0.010101,0.078431,0.275862,0.513209,0.388787,0.342529,0.136752,0.751295,0.249881,19
0.12459,0.172881,0,0.432049,0.333406,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.438017,0.587444,0.6,0.390997,0.181818,0.822521,0.073232,0.254902,0.586207,0.132092,0.388787,0.342529,0.179487,0.751295,0.24658,19
0.088525,0.1828,0.39028,0.47134,0.387787,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.446281,0.61435,0.6,0.272499,0.153409,0.882497,0.05303,0.133333,0.724138,0.086184,0.388787,0.342529,0.081197,0.751295,0.217272,19
0.163934,0.398246,0,0,0.921631,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.628099,0.573991,0.6,0.26684,0.193182,0.96328,0.017677,0.070588,0.034483,0.356431,0.388787,0.342529,0.15812,0.751295,0,19
0.045902,0.250204,0,0.334975,0.361893,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.495868,0.596413,0.6,0.407943,0.34375,0.919217,0.040404,0.133333,0.103448,0.128194,0.388787,0.342529,0.055556,0.751295,0,19
0.967213,0.758027,0,0,0.2339,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.520661,0.569507,0.6,0.358987,0.25,0.920441,0.065657,0.062745,0.103448,0.776527,0.388787,0.342529,0.196581,0.751295,0,19
0.101639,0.380161,0,0,0.586519,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.504132,0.569507,0.6,0.307474,0.178977,0.801714,0.007576,0.607843,0.137931,0.25249,0.388787,0.342529,0,0.751295,0,19
0.078689,0.173346,0.555144,0.799377,0.451308,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.338843,0.55157,0.6,0.386227,0.176136,0.931457,0.022727,0.117647,0.413793,0.17107,0.388787,0.342529,0.059829,0.751295,0.309054,20
0.455738,0,0,0.2234,0.506838,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.495868,0.542601,0.6,0.356881,0.1875,0.873929,0.098485,0.207843,0.103448,0.408402,0.388787,0.342529,0.07265,0.751295,0,20
0.045902,0.089891,0.575753,0.561617,0.242699,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.438017,0.632287,0.6,0.442587,0.034091,0.917993,0.035354,0.109804,0.241379,0.08272,0.388787,0.342529,0.166667,0.751295,0.080132,20
0.186885,0,0,0.817976,0.530224,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.636364,0.538117,0.6,0.299663,0.264205,0.933905,0.088384,0.043137,0.068966,0.362495,0.388787,0.342529,0.076923,0.751295,0,20
0.859016,0.680444,0,0.303661,0.524901,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.528926,0.560538,0.6,0.263695,0.207386,0.933905,0.005051,0.113725,0.103448,0.663924,0.388787,0.342529,0.123932,0.751295,0,20
0.101639,0.616826,0,0.611713,0.634434,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.561983,0.560538,0.6,0.276803,0.178977,0.947368,0.007576,0.086275,0.137931,0.319619,0.388787,0.342529,0.055556,0.751295,0,20
0.003279,0.245748,0.449722,0.501349,0.2979,0.298851,0.628571,0.324324,0.441176,0.625,0.455556,0.5,0.429752,0.506726,0.6,0.473423,0.338068,0.839657,0.042929,0.380392,0.206897,0.010827,0.388787,0.342529,0.252137,0.751295,0.062591,20
0.140984,0.441899,0,0.368118,0.306796,0.356322,0.571429,0.378378,0.544118,0.375,0.644444,0.5,0.479339,0.587444,0.6,0.458945,0.201705,0.859241,0.027778,0.101961,0.103448,0.16977,0.388787,0.342529,0.213675,0.751295,0,20
